PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Liu, Ying; Hu, Chongze; Huang, Jingsong; Sumpter, Bobby G.; Qiao, Rui								Tuning interfacial thermal conductance of graphene embedded in soft materials by vacancy defects								JOURNAL OF CHEMICAL PHYSICS				142	24					244703	10.1063/1.4922775			JUN 28 2015	2015										23							WOS:000357615100046		
J	Younes, Hammad; Christensen, Greg; Li, Dong; Hong, Haiping; Al Ghaferi, Amal								Thermal Conductivity of Nanofluids: Review								JOURNAL OF NANOFLUIDS				4	2			107	132		10.1166/jon.2015.1151			JUN 2015	2015										23							WOS:000379209300001		
J	Maznev, A. A.								Boundary scattering of phonons: Specularity of a randomly rough surface in the small-perturbation limit								PHYSICAL REVIEW B				91	13					134306	10.1103/PhysRevB.91.134306			APR 28 2015	2015										23							WOS:000353543700001		
J	Ganesh, Ibram								Solar fuels vis-a-vis electricity generation from sunlight: The current state-of-the-art (a review)								RENEWABLE & SUSTAINABLE ENERGY REVIEWS				44				904	932		10.1016/j.rser.2015.01.019			APR 2015	2015										23							WOS:000351324300068		
J	Mori, Masahiro; Shimotsuma, Yasuhiko; Sei, Tomoaki; Sakakura, Masaaki; Miura, Kiyotaka; Udono, Haruhiko								Tailoring thermoelectric properties of nanostructured crystal silicon fabricated by infrared femtosecond laser direct writing								PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE				212	4			715	721		10.1002/pssa.201431777			APR 2015	2015										23							WOS:000352820100001		
J	Giri, Ashutosh; Gaskins, John T.; Donovan, Brian F.; Szwejkowski, Chester; Warzoha, Ronald J.; Rodriguez, Mark A.; Ihlefeld, Jon; Hopkins, Patrick E.								Mechanisms of nonequilibrium electron-phonon coupling and thermal conductance at interfaces								JOURNAL OF APPLIED PHYSICS				117	10					105105	10.1063/1.4914867			MAR 14 2015	2015										23							WOS:000351442900056		
J	Wilson, R. B.; Apgar, Brent A.; Hsieh, Wen-Pin; Martin, Lane W.; Cahill, David G.								Thermal conductance of strongly bonded metal-oxide interfaces								PHYSICAL REVIEW B				91	11					115414	10.1103/PhysRevB.91.115414			MAR 11 2015	2015										23							WOS:000350958500005		
J	Wang, Zhu; Luk, Ting Shan; Tan, Yixuan; Ji, Dengxin; Zhou, Ming; Gan, Qiaoqiang; Yu, Zongfu								Tunneling-enabled spectrally selective thermal emitter based on flat metallic films								APPLIED PHYSICS LETTERS				106	10					101104	10.1063/1.4914886			MAR 9 2015	2015										23							WOS:000351397600004		
J	Yang, Jingjing; Wu, Fang; Zhu, Zheng; Yao, Lan; Song, Hongzhang; Hu, Xing								Thermoelectrical properties of lutetium-doped Bi2Te3 bulk samples prepared from flower-like nanopowders								JOURNAL OF ALLOYS AND COMPOUNDS				619				401	405		10.1016/j.jallcom.2014.09.024			JAN 15 2015	2015										23							WOS:000344429000061		
J	Lombard, J.; Detcheverry, F.; Merabia, S.								Influence of the electron-phonon interfacial conductance on the thermal transport at metal/dielectric interfaces								JOURNAL OF PHYSICS-CONDENSED MATTER				27	1					015007	10.1088/0953-8984/27/1/015007			JAN 14 2015	2015										23							WOS:000345462200010		
J	Hsiao, Tzu-Kan; Huang, Bor-Woei; Chang, Hsu-Kai; Liou, Sz-Chian; Chu, Ming-Wen; Lee, Si-Chen; Chang, Chih-Wei								Micron-scale ballistic thermal conduction and suppressed thermal conductivity in heterogeneously interfaced nanowires								PHYSICAL REVIEW B				91	3					035406	10.1103/PhysRevB.91.035406			JAN 9 2015	2015										23							WOS:000348396800002		
J	Gooth, Johannes; Gluschke, Jan Goeran; Zierold, Robert; Leijnse, Martin; Linke, Heiner; Nielsch, Kornelius								Thermoelectric performance of classical topological insulator nanowires								SEMICONDUCTOR SCIENCE AND TECHNOLOGY				30	1					015015	10.1088/0268-1242/30/1/015015			JAN 2015	2015										23							WOS:000347033300016		
J	Nag, Angshuman; Zhang, Hao; Janke, Eric; Talapin, Dmitri V.								Inorganic Surface Ligands for Colloidal Nanomaterials								ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS				229	1-2			85	107		10.1515/zpch-2014-0604			2015	2015										23							WOS:000349812500004		
J	Tang, Zhenglong; Hu, Lipeng; Zhu, Tiejun; Liu, Xiaohua; Zhao, Xinbing								High performance n-type bismuth telluride based alloys for mid-temperature power generation								JOURNAL OF MATERIALS CHEMISTRY C				3	40			10597	10603		10.1039/c5tc02263k			2015	2015										23							WOS:000363251600032		
J	Wu, Fang; Shi, Wenyu; Hu, Xing								Preparation and Thermoelectric Properties of Flower-Like Nanoparticles of Ce-Doped Bi2Te3								ELECTRONIC MATERIALS LETTERS				11	1			127	132		10.1007/s13391-014-4139-x			JAN 2015	2015										23							WOS:000350524100019		
J	Zabalegui, Aitor; Lokapur, Dhananjay; Lee, Hohyun								Nanofluid PCMs for thermal energy storage: Latent heat reduction mechanisms and a numerical study of effective thermal storage performance								INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER				78				1145	1154		10.1016/j.ijheatmasstransfer.2014.07.051			NOV 2014	2014										23							WOS:000342248600117		
J	Matthews, J.; Battista, F.; Sanchez, D.; Samuelsson, P.; Linke, H.								Experimental verification of reciprocity relations in quantum thermoelectric transport								PHYSICAL REVIEW B				90	16					165428	10.1103/PhysRevB.90.165428			OCT 21 2014	2014										23							WOS:000344022800008		
J	Gholamrezaei, Sousan; Salavati-Niasari, Masoud; Ghanbari, Davood								A facile hydrothermal method for synthesis different morphologies of PbTe nanostructures								JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY				20	5			3335	3341		10.1016/j.jiec.2013.12.017			SEP 25 2014	2014										23							WOS:000339692100101		
J	Fan, Xi'an; Cai, Xinzhi; Rong, Zhenzhou; Yang, Fan; Li, Guangqiang; Gan, Zhanghua								Resistance pressing sintering: A simple, economical and practical technique and its application to p-type (Bi,Sb)(2)Te-3 thermoelectric materials								JOURNAL OF ALLOYS AND COMPOUNDS				607				91	98		10.1016/j.jallcom.2014.04.032			SEP 15 2014	2014										23							WOS:000336570700015		
J	Jain, Ankit; McGaughey, Alan J. H.								Thermal conductivity of compound semiconductors: Interplay of mass density and acoustic-optical phonon frequency gap								JOURNAL OF APPLIED PHYSICS				116	7					073503	10.1063/1.4893185			AUG 21 2014	2014										23							WOS:000341189400008		
J	Jiang, Jianwen								Molecular simulations in metal-organic frameworks for diverse potential applications								MOLECULAR SIMULATION				40	7-9			516	536		10.1080/08927022.2013.832247			AUG 1 2014	2014										23							WOS:000330685300002		
J	Camposeo, Andrea; Greenfeld, Israel; Tantussi, Francesco; Moffa, Maria; Fuso, Francesco; Allegrini, Maria; Zussman, Eyal; Pisignano, Dario								Conformational Evolution of Elongated Polymer Solutions Tailors the Polarization of Light-Emission from Organic Nanofibers								MACROMOLECULES				47	14			4704	4710		10.1021/ma500390v			JUL 22 2014	2014										23							WOS:000339462900019		
J	Garcia-Garcia, K. I.; Alvarez-Quintana, J.								Thermal rectification assisted by lattice transitions								INTERNATIONAL JOURNAL OF THERMAL SCIENCES				81				76	83		10.1016/j.ijthermalsci.2014.03.004			JUL 2014	2014										23							WOS:000336471700008		
J	Gu, Qing; Shane, Janelle; Vallini, Felipe; Wingad, Brett; Smalley, Joseph S. T.; Frateschi, Newton C.; Fainman, Yeshaiahu								Amorphous Al2O3 Shield for Thermal Management in Electrically Pumped Metallo-Dielectric Nanolasers								IEEE JOURNAL OF QUANTUM ELECTRONICS				50	7			499	509		10.1109/JQE.2014.2321746			JUL 2014	2014										23							WOS:000337133100001		
J	Barreteau, C.; Pan, L.; Amzallag, E.; Zhao, L. D.; Berardan, D.; Dragoe, N.								Layered oxychalcogenide in the Bi-Cu-O-Se system as good thermoelectric materials								SEMICONDUCTOR SCIENCE AND TECHNOLOGY				29	6					064001	10.1088/0268-1242/29/6/064001			JUN 2014	2014										23							WOS:000337356400002		
J	Yu, Seunggun; Park, Bo-In; Park, Cheolmin; Hong, Soon Man; Han, Tae Hee; Koo, Chong Min								RTA-Treated Carbon Fiber/Copper Core/Shell Hybrid for Thermally Conductive Composites								ACS APPLIED MATERIALS & INTERFACES				6	10			7498	7503		10.1021/am500871b			MAY 28 2014	2014										23							WOS:000336639200064		
J	Jacimovic, J.; Mettan, X.; Pisoni, A.; Gaal, R.; Katrych, S.; Demko, L.; Akrap, A.; Forro, L.; Berger, H.; Bugnon, P.; Magrez, A.								Enhanced low-temperature thermoelectrical properties of BiTeCl grown by topotactic method								SCRIPTA MATERIALIA				76				69	72		10.1016/j.scriptamat.2013.12.017			APR 2014	2014										23							WOS:000332501400018		
J	El Mghari, Hicham; Asbik, Mohamed; Louahlia-Gualous, Hasna; Voicu, Ionut								Condensation heat transfer enhancement in a horizontal non-circular microchannel								APPLIED THERMAL ENGINEERING				64	1-2			358	370		10.1016/j.applthermaleng.2013.12.003			MAR 2014	2014										23							WOS:000333777000037		
J	Chen, Xi; Weathers, Annie; Salta, Daniel; Zhang, Libin; Zhou, Jianshi; Goodenough, John B.; Shi, Li								Effects of (Al,Ge) double doping on the thermoelectric properties of higher manganese silicides								JOURNAL OF APPLIED PHYSICS				114	17					173705	10.1063/1.4828731			NOV 7 2013	2013										23							WOS:000327591900026		
J	Cappella, Andrea; Battaglia, Jean-Luc; Schick, Vincent; Kusiak, Andrzej; Lamperti, Alessio; Wiemer, Claudia; Hay, Bruno								High Temperature Thermal Conductivity of Amorphous Al2O3 Thin Films Grown by Low Temperature ALD								ADVANCED ENGINEERING MATERIALS				15	11			1046	1050		10.1002/adem.201300132			NOV 2013	2013										23							WOS:000328145000004		
J	Haupt, F.; Leijnse, M.; Calvo, H. L.; Classen, L.; Splettstoesser, J.; Wegewijs, M. R.								Heat, molecular vibrations, and adiabatic driving in non-equilibrium transport through interacting quantum dots								PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS				250	11			2315	2329		10.1002/pssb.201349219			NOV 2013	2013										23							WOS:000330128600006		
J	Zhu, T. J.; Fu, C. G.; Xie, H. H.; Liu, Y. T.; Feng, B.; Xie, J.; Zhao, X. B.								Lattice thermal conductivity and spectral phonon scattering in FeVSb-based half-Heusler compounds								EPL				104	4					46003	10.1209/0295-5075/104/46003			NOV 2013	2013										23							WOS:000328882700013		
J	Mallik, R. C.; Anbalagan, R.; Rogl, G.; Royanian, E.; Heinrich, P.; Bauer, E.; Rogl, P.; Suwas, S.								Thermoelectric properties of Fe(0.2)Co(3.8)Sbi(12-x)Te(x) skutterudites								ACTA MATERIALIA				61	18			6698	6711		10.1016/j.actamat.2013.07.032			OCT 2013	2013										23							WOS:000326207100005		
J	Rezania, A.; Yazawa, K.; Rosendahl, L. A.; Shakouri, A.								Co-optimized design of microchannel heat exchangers and thermoelectric generators								INTERNATIONAL JOURNAL OF THERMAL SCIENCES				72				73	81		10.1016/j.ijthermalsci.2013.05.002			OCT 2013	2013										23							WOS:000322606200006		
J	Wang, Jian; Liu, Xiao-Cun; Xia, Sheng-Qing; Tao, Xu-Tang								Ca1-xRExAg1-ySb (RE = La, Ce, Pr, Nd, Sm; 0 <= x <= 1; 0 <= y <= 1): Interesting Structural Transformation and Enhanced High-Temperature Thermoelectric Performance								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				135	32			11840	11848		10.1021/ja403653m			AUG 14 2013	2013										23							WOS:000323241200036		
J	Ni, Yuxiang; Chalopin, Yann; Volz, Sebastian								Significant thickness dependence of the thermal resistance between few-layer graphenes								APPLIED PHYSICS LETTERS				103	6					061906	10.1063/1.4818341			AUG 5 2013	2013										23							WOS:000322908300030		
J	Weathers, Annie; Bi, Kedong; Pettes, Michael T.; Shi, Li								Reexamination of thermal transport measurements of a low-thermal conductance nanowire with a suspended micro-device								REVIEW OF SCIENTIFIC INSTRUMENTS				84	8					084903	10.1063/1.4816647			AUG 2013	2013										23							WOS:000323947400048		
J	Muthiah, Saravanan; Pulikkotil, Jiji; Srivastava, A. K.; Kumar, Ashok; Pathak, B. D.; Dhar, Ajay; Budhani, R. C.								Conducting grain boundaries enhancing thermoelectric performance in doped Mg2Si								APPLIED PHYSICS LETTERS				103	5					053901	10.1063/1.4816802			JUL 29 2013	2013										23							WOS:000322723000120		
J	Fujisaka, Takeyuki; Sui, Hongtao; Suzuki, Ryosuke O.								Design and Numerical Evaluation of Cascade-Type Thermoelectric Modules								JOURNAL OF ELECTRONIC MATERIALS				42	7			1688	1696		10.1007/s11664-012-2400-3			JUL 2013	2013										23							WOS:000320890800066		
J	Kato, Kunihisa; Hagino, Harutoshi; Miyazaki, Koji								Fabrication of Bismuth Telluride Thermoelectric Films Containing Conductive Polymers Using a Printing Method								JOURNAL OF ELECTRONIC MATERIALS				42	7			1313	1318		10.1007/s11664-012-2420-z			JUL 2013	2013										23							WOS:000320890800004		
J	Wu, Shao-long; Wen, Long; Cheng, Guo-an; Zheng, Rui-ting; Wu, Xiao-ling								Surface Morphology-Dependent Photoelectrochemical Properties of One-Dimensional Si Nanostructure Arrays Prepared by Chemical Etching								ACS APPLIED MATERIALS & INTERFACES				5	11			4769	4776		10.1021/am400092w			JUN 12 2013	2013										23							WOS:000320484000040		
J	Liu, Chengyan; Miao, Lei; Zhou, Jianhua; Huang, Rong; Fisher, Craig A. J.; Tanemura, Sakae								Chemical Tuning of TiO2 Nanoparticles and Sintered Compacts for Enhanced Thermoelectric Properties								JOURNAL OF PHYSICAL CHEMISTRY C				117	22			11487	11497		10.1021/jp401132g			JUN 6 2013	2013										23							WOS:000320214800005		
J	Kaul, Anupama B.; Coles, James B.; Eastwood, Michael; Green, Robert O.; Bandaru, Prabhakar R.								Ultra-High Optical Absorption Efficiency from the Ultraviolet to the Infrared Using Multi-Walled Carbon Nanotube Ensembles								SMALL				9	7			1058	1065		10.1002/smll.201202232			APR 8 2013	2013										23							WOS:000317019800016		
J	Parkinson, Patrick; Lee, Yu-Heng; Fu, Lan; Breuer, Steffen; Tan, Hark Hoe; Jagadish, Chennupati								Three-Dimensional in Situ Photocurrent Mapping for Nanowire Photovoltaics								NANO LETTERS				13	4			1405	1409		10.1021/nl304170q			APR 2013	2013										23							WOS:000317549300007		
J	Zhu, Linxiao; Sandhu, Sunil; Otey, Clayton; Fan, Shanhui; Sinclair, Michael B.; Luk, Ting Shan								Temporal coupled mode theory for thermal emission from a single thermal emitter supporting either a single mode or an orthogonal set of modes								APPLIED PHYSICS LETTERS				102	10					103104	10.1063/1.4794981			MAR 11 2013	2013										23							WOS:000316501200067		
J	Dong, Guo-Hui; Zhu, Ying-Jie; Cheng, Guo-Feng; Ruan, Yin-Jie								Sb2Te3 nanobelts and nanosheets: Hydrothermal synthesis, morphology evolution and thermoelectric properties								JOURNAL OF ALLOYS AND COMPOUNDS				550				164	168		10.1016/j.jallcom.2012.09.061			FEB 15 2013	2013										23							WOS:000312149700025		
J	Cui, Longji; Huang, Yong; Wang, Ju; Zhu, Ke-Yong								Ultrafast modulation of near-field heat transfer with tunable metamaterials								APPLIED PHYSICS LETTERS				102	5					053106	10.1063/1.4790292			FEB 4 2013	2013										23							WOS:000314770300081		
J	Tsao, Yao-Chung; Sondergaard, Thomas; Skovsen, Esben; Gurevich, Leonid; Pedersen, Kjeld; Pedersen, Thomas Garm								Pore size dependence of diffuse light scattering from anodized aluminum solar cell backside reflectors								OPTICS EXPRESS				21	1			A84	A95		10.1364/OE.21.000A84			JAN 14 2013	2013										23							WOS:000315988100010		
J	Saltonstall, Christopher B.; Polanco, Carlos A.; Duda, John C.; Ghosh, Avik W.; Norris, Pamela M.; Hopkins, Patrick E.								Effect of interface adhesion and impurity mass on phonon transport at atomic junctions								JOURNAL OF APPLIED PHYSICS				113	1					013516	10.1063/1.4773331			JAN 7 2013	2013										23							WOS:000313329000033		
J	Cho, Jinyoun; O'Donnell, Benedict; Yu, Linwei; Kim, Ka-Hyun; Ngo, Irene; Roca i Cabarrocas, Pere								Sn-catalyzed silicon nanowire solar cells with 4.9% efficiency grown on glass								PROGRESS IN PHOTOVOLTAICS				21	1			77	81		10.1002/pip.1245			JAN 2013	2013										23							WOS:000315328200008		
J	Dongmo, Pernell; Zhong, Yujun; Attia, Peter; Bomberger, Cory; Cheaito, Ramez; Ihlefeld, Jon F.; Hopkins, Patrick E.; Zide, Joshua								Enhanced room temperature electronic and thermoelectric properties of the dilute bismuthide InGaBiAs								JOURNAL OF APPLIED PHYSICS				112	9					093710	10.1063/1.4761996			NOV 1 2012	2012										23							WOS:000311968400057		
J	Jin, Yansha; Shao, Chen; Kieffer, John; Pipe, Kevin P.; Shtein, Max								Origins of thermal boundary conductance of interfaces involving organic semiconductors								JOURNAL OF APPLIED PHYSICS				112	9					093503	10.1063/1.4759286			NOV 1 2012	2012										23							WOS:000311968400024		
J	Kidston, Joseph; Vallis, G. K.								The Relationship between the Speed and the Latitude of an Eddy-Driven Jet in a Stirred Barotropic Model								JOURNAL OF THE ATMOSPHERIC SCIENCES				69	11			3251	3263		10.1175/JAS-D-11-0300.1			NOV 2012	2012										23							WOS:000310652500009		
J	Manna, O.; Singh, S. K.; Paul, G.								Enhanced thermal conductivity of nano-SiC dispersed water based nanofluid								BULLETIN OF MATERIALS SCIENCE				35	5			707	712		10.1007/s12034-012-0366-7			OCT 2012	2012										23							WOS:000311310900001		
J	Maldovan, Martin								Transition between ballistic and diffusive heat transport regimes in silicon materials								APPLIED PHYSICS LETTERS				101	11					113110	10.1063/1.4752234			SEP 10 2012	2012										23							WOS:000309329300067		
