PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8565							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6050							WOS:000308825700001		
J	Zhang, Haijun; Liu, Chao-Xing; Qi, Xiao-Liang; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Topological insulators in Bi2Se3, Bi2Te3 and Sb2Te3 with a single Dirac cone on the surface								NATURE PHYSICS				5	6			438	442		10.1038/NPHYS1270			JUN 2009	2009										3327							WOS:000266544800024		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Chen, Y. L.; Analytis, J. G.; Chu, J. -H.; Liu, Z. K.; Mo, S. -K.; Qi, X. L.; Zhang, H. J.; Lu, D. H.; Dai, X.; Fang, Z.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. -X.								Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3								SCIENCE				325	5937			178	181		10.1126/science.1173034			JUL 10 2009	2009										2089							WOS:000267802000040		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Moore, Joel E.								The birth of topological insulators								NATURE				464	7286			194	198		10.1038/nature08916			MAR 11 2010	2010										1588							WOS:000275366100032		
J	Schnyder, Andreas P.; Ryu, Shinsei; Furusaki, Akira; Ludwig, Andreas W. W.								Classification of topological insulators and superconductors in three spatial dimensions								PHYSICAL REVIEW B				78	19					195125	10.1103/PhysRevB.78.195125			NOV 2008	2008										1583							WOS:000262607800049		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1296							WOS:000305907700002		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1233							WOS:000282683200001		
J	Rogacheva, E. I.; Drozdova, A. A.; Nashchekina, O. N.; Dresselhaus, M. S.; Dresselhaus, G.								Transition into a gapless state and concentration anomalies in the properties of Bi1-xSbx solid solutions								APPLIED PHYSICS LETTERS				94	20					202111	10.1063/1.3139076			MAY 18 2009	2009										10							WOS:000266342800036		
J	Engin, T. E.; Powell, A. V.; Haynes, R.; Chowdhury, M. A. H.; Goodway, C. M.; Done, R.; Kirichek, O.; Hull, S.								A high temperature cell for simultaneous electrical resistance and neutron diffraction measurements								REVIEW OF SCIENTIFIC INSTRUMENTS				79	9					095104	10.1063/1.2979011			SEP 2008	2008										10							WOS:000260291800056		
J	Garga, Alka B.; Vijayakumar, V.; Godwal, B. K.; Choudhury, A.; Hochheimer, Hans D.								Reentrant high-conduction state in CuIr2S4 under pressure								SOLID STATE COMMUNICATIONS				142	7			369	372		10.1016/j.ssc.2007.03.029			MAY 2007	2007										10							WOS:000246815800001		
J	Brink, Jeroen Van Den								Transition metal oxides: Travels in one dimension								NATURE MATERIALS				5	6			427	428		10.1038/nmat1648			JUN 2006	2006										10							WOS:000237968100008		
J	Romero, HE; Calusine, G; Drndic, M								Current oscillations, switching, and hysteresis in CdSe nanorod superlattices								PHYSICAL REVIEW B				72	23					235401	10.1103/PhysRevB.72.235401			DEC 2005	2005										10							WOS:000234336000090		
J	Okada, H; Koyama, K; Watanabe, K								Transport, magnetic, thermal and structural properties of the spinel compound CuTi2S4								JOURNAL OF ALLOYS AND COMPOUNDS				403	1-2			34	37		10.1016/j.jallcom.2005.05.006			NOV 10 2005	2005										10							WOS:000233311800005		
J	Zhong, W; Wu, XL; Tang, NJ; Liu, W; Chen, W; Au, CT; Du, YW								Magnetocaloric effect in ordered double-perovskite Ba2FeMoO6 synthesized using wet chemistry								EUROPEAN PHYSICAL JOURNAL B				41	2			213	217		10.1140/epjb/e2004-00312-9			SEP 2004	2004										10							WOS:000224915000009		
J	Sasaki, T; Arai, M; Furubayashi, T; Matsumoto, T								Band-structure theory for the insulating phase of the thio-spinel transition-metal compound, CuIr2S4								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				73	7			1875	1880		10.1143/JPSJ.73.1875			JUL 2004	2004										10							WOS:000222755800046		
J	McMorrow, DF; Nagler, SE; McEwen, KA; Brown, SD								Large enhancement of x-ray magnetic scattering at the L edges of the 5d transition metal antiferromagnet K2ReCl6								JOURNAL OF PHYSICS-CONDENSED MATTER				15	2			L59	L66	PII S0953-8984(03)54975-X	10.1088/0953-8984/15/2/108			JAN 22 2003	2003										10							WOS:000180989100008		
J	Li, Huanxin; Ma, Shuai; Cai, Houqin; Zhou, Haihui; Huang, Zhongyuan; Hou, Zhaohui; Wu, Jiajing; Yang, Wenji; Yi, Haibo; Fu, Chaopeng; Kuang, Yafei								Ultra-thin Fe3C nanosheets promote the adsorption and conversion of polysulfides in lithium-sulfur batteries								ENERGY STORAGE MATERIALS				18				338	348		10.1016/j.ensm.2018.08.016			MAR 2019	2019										9							WOS:000462090800038		
J	Tao, Ran; Yan, Ya-Jun; Liu, Xi; Wang, Zhi-Wei; Ando, Yoichi; Wang, Qiang-Hua; Zhang, Tong; Feng, Dong-Lai								Direct Visualization of the Nematic Superconductivity in CuxBi2Se3								PHYSICAL REVIEW X				8	4					041024	10.1103/PhysRevX.8.041024			NOV 12 2018	2018										9							WOS:000449910100001		
J	Teknowijoyo, S.; Na Hyun Jo; Scheurer, Mathias S.; Tanatar, M. A.; Cho, Kyuil; Bud'ko, S. L.; Orth, Peter P.; Canfield, P. C.; Prozorov, R.								Nodeless superconductivity in the type-II Dirac semimetal PdTe2: London penetration depth and pairing-symmetry analysis								PHYSICAL REVIEW B				98	2					024508	10.1103/PhysRevB.98.024508			JUL 16 2018	2018										9							WOS:000438673300006		
J	Zhang, Yu-Ran; Zeng, Yu; Fan, Heng; You, J. Q.; Nori, Franco								Characterization of Topological States via Dual Multipartite Entanglement								PHYSICAL REVIEW LETTERS				120	25					250501	10.1103/PhysRevLett.120.250501			JUN 18 2018	2018										9							WOS:000435446800001		
J	Huang, Hao; Ren, Xiaohui; Li, Zhongjun; Wang, Huide; Huang, Zongyu; Qiao, Hui; Tang, Pinghua; Zhao, Jinlai; Liang, Weiyuan; Ge, Yanqi; Liu, Jie; Li, Jianqing; Qi, Xiang; Zhang, Han								Two-dimensional bismuth nanosheets as prospective photo-detector with tunable optoelectronic performance								NANOTECHNOLOGY				29	23					235201	10.1088/1361-6528/aab6ee			JUN 8 2018	2018										9							WOS:000429566600001		
J	Qi, Yijun; Shi, Enzheng; Peroutka-Bigus, Nathan; Bellaire, Bryan; Wannemuehler, Michael; Jergens, Albert; Barrett, Terrence; Wu, Yue; Wang, Qun								Ex Vivo Study of Telluride Nanowires in Minigut								JOURNAL OF BIOMEDICAL NANOTECHNOLOGY				14	5			978	986		10.1166/jbn.2018.2578			MAY 2018	2018										9							WOS:000432855600013		
J	Islam, M. F.; Canali, C. M.; Pertsova, A.; Balatsky, A.; Mahatha, S. K.; Carbone, C.; Barla, A.; Kokh, K. A.; Tereshchenko, O. E.; Jimenez, E.; Brookes, N. B.; Gargiani, P.; Valvidares, M.; Schatz, S.; Peixoto, T. R. F.; Bentmann, H.; Reinert, F.; Jung, J.; Bathon, T.; Fauth, K.; Bode, M.; Sessi, P.								Systematics of electronic and magnetic properties in the transition metal doped Sb2Te3 quantum anomalous Hall platform								PHYSICAL REVIEW B				97	15					155429	10.1103/PhysRevB.97.155429			APR 23 2018	2018										9							WOS:000430545100010		
J	Nakhaee, M.; Ketabi, S. A.; Peeters, F. M.								Tight-binding model for borophene and borophane								PHYSICAL REVIEW B				97	12					125424	10.1103/PhysRevB.97.125424			MAR 21 2018	2018										9							WOS:000427983700004		
J	Gooth, Johannes; Schierning, Gabi; Felser, Claudia; Nielsch, Kornelius								Quantum materials for thermoelectricity								MRS BULLETIN				43	3			187	192		10.1557/mrs.2018.34			MAR 2018	2018										9							WOS:000427406500018		
J	Amit; Singh, Yogesh								Heat capacity evidence for conventional superconductivity in the type-II Dirac semimetal PdTe2								PHYSICAL REVIEW B				97	5					054515	10.1103/PhysRevB.97.054515			FEB 21 2018	2018										9							WOS:000425602000004		
J	Singh, Sobhit; Valencia-Jaime, Irais; Pavlic, Olivia; Romero, Aldo H.								Elastic, mechanical, and thermodynamic properties of Bi-Sb binaries: Effect of spin-orbit coupling								PHYSICAL REVIEW B				97	5					054108	10.1103/PhysRevB.97.054108			FEB 20 2018	2018										9							WOS:000425491500001		
J	Lee, Ching Hua; Li, Guangjie; Jin, Guliuxin; Liu, Yuhan; Zhang, Xiao								Topological dynamics of gyroscopic and Floquet lattices from Newton's laws								PHYSICAL REVIEW B				97	8					085110	10.1103/PhysRevB.97.085110			FEB 6 2018	2018										9							WOS:000424190500001		
J	He, Ke; Wang, Yayu; Xue, Qi-Kun								Topological Materials: Quantum Anomalous Hall System								Annual Review of Condensed Matter Physics				9				329	344		10.1146/annurev-conmatphys-033117-054144			2018	2018										9							WOS:000429191300017		
J	Li, Zhen; Miao, Naihua; Zhou, Jian; Sun, Zhimei; Liu, Zikui; Xu, Huibin								High thermoelectric performance of few-quintuple Sb2Te3 nanofilms								NANO ENERGY				43				285	290		10.1016/j.nanoen.2017.11.043			JAN 2018	2018										9							WOS:000419832100034		
J	Xia, Yunyouyou; Li, Gang								Triply degenerate nodal points and topological phase transitions in NaCu3Te2								PHYSICAL REVIEW B				96	24					241204	10.1103/PhysRevB.96.241204			DEC 29 2017	2017										9							WOS:000419008900002		
J	Maier, Hubert; Ziegler, Johannes; Fischer, Ralf; Kozlov, Dmitriy; Kvon, Ze Don; Mikhailov, Nikolay; Dvoretsky, Sergey A.; Weiss, Dieter								Ballistic geometric resistance resonances in a single surface of a topological insulator								NATURE COMMUNICATIONS				8						2023	10.1038/s41467-017-01684-0			DEC 8 2017	2017										9							WOS:000444346300001		
J	Frantzeskakis, E.; Ramankutty, S. V.; de Jong, N.; Huang, Y. K.; Pan, Y.; Tytarenko, A.; Radovic, M.; Plumb, N. C.; Shi, M.; Varykhalov, A.; de Visser, A.; van Heumen, E.; Golden, M. S.								Trigger of the Ubiquitous Surface Band Bending in 3D Topological Insulators								PHYSICAL REVIEW X				7	4					041041	10.1103/PhysRevX.7.041041			NOV 20 2017	2017										9							WOS:000415682900001		
J	Wang, Yuxuan; Fug, Liang								Topological Phase Transitions in Multicomponent Superconductors								PHYSICAL REVIEW LETTERS				119	18					187003	10.1103/PhysRevLett.119.187003			NOV 3 2017	2017										9							WOS:000414336400015		
J	Lin, Chun-Liang; Arafune, Ryuichi; Liu, Ro-Ya; Yoshimura, Masato; Feng, Baojie; Kawahara, Kazuaki; Ni, Zeyuan; Minamitani, Emi; Watanabe, Satoshi; Shi, Youguo; Kawai, Maki; Chiang, Tai-Chang; Matsuda, Iwao; Takagi, Noriaki								Visualizing Type-II Weyl Points in Tungsten Ditelluride by Quasiparticle Interference								ACS NANO				11	11			11459	11465		10.1021/acsnano.7b06179			NOV 2017	2017										9							WOS:000416878100092		
J	Matsushita, Stephane Yu; Khuong Kim Huynh; Yoshino, Harukazu; Ngoc Han Tu; Tanabe, Yoichi; Tanigaki, Katsumi								Thermoelectric properties of 3D topological insulator: Direct observation of topological surface and its gap opened states								PHYSICAL REVIEW MATERIALS				1	5					054202	10.1103/PhysRevMaterials.1.054202			OCT 13 2017	2017										9							WOS:000416586600002		
J	Wu, Fengcheng; Martin, Ivar								Nematic and chiral superconductivity induced by odd-parity fluctuations								PHYSICAL REVIEW B				96	14					144504	10.1103/PhysRevB.96.144504			OCT 9 2017	2017										9							WOS:000412514100008		
J	Behera, Jitendra K.; Zhou, Xilin; Tominaga, Junji; Simpson, Robert E.								Laser switching and characterisation of chalcogenides: systems, measurements, and applicability to photonics [Invited]								OPTICAL MATERIALS EXPRESS				7	10			3741	3759		10.1364/OME.7.003741			OCT 1 2017	2017										9							WOS:000412046800029		
J	Yoshida, Masaro; Ye, Jianting; Zhang, Yijin; Imai, Yasuhiko; Kimura, Shigeru; Fujiwara, Akihiko; Nishizaki, Terukazu; Kobayashi, Norio; Nakano, Masaki; Iwasa, Yoshihiro								Extended Polymorphism of Two-Dimensional Material								NANO LETTERS				17	9			5567	5571		10.1021/acs.nanolett.7b02374			SEP 2017	2017										9							WOS:000411043500057		
J	Chen, Guan-Yu; Zhu, Xiyu; Yang, Huan; Wen, Hai-Hu								Highly anisotropic superconducting gaps and possible evidence of antiferromagnetic order in FeSe single crystals								PHYSICAL REVIEW B				96	6					064524	10.1103/PhysRevB.96.064524			AUG 24 2017	2017										9							WOS:000408341100006		
J	Hagmann, Joseph A.; Li, Xiang; Chowdhury, Sugata; Dong, Si-Ning; Rouvimov, Sergei; Pookpanratana, Sujitra J.; Yu, Kin Man; Orlova, Tatyana A.; Bolin, Trudy B.; Segre, Carlo U.; Seiler, David G.; Richter, Curt A.; Liu, Xinyu; Dobrowolska, Margaret; Furdyna, Jacek K.								Molecular beam epitaxy growth and structure of self-assembled Bi2Se3/Bi2MnSe4 multilayer heterostructures								NEW JOURNAL OF PHYSICS				19						085002	10.1088/1367-2630/aa759c			AUG 14 2017	2017										9							WOS:000407771800001		
J	Joerg, Christina; Letscher, Fabian; Fleischhauer, Michael; von Freymann, Georg								Dynamic defects in photonic Floquet topological insulators								NEW JOURNAL OF PHYSICS				19						083003	10.1088/1367-2630/aa7c82			AUG 7 2017	2017										9							WOS:000407314500003		
J	Gao, Yang; Niu, Qian								Zero-field magnetic response functions in Landau levels								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				114	28			7295	7300		10.1073/pnas.1702595114			JUL 11 2017	2017										9							WOS:000405177100060		
J	Kastl, C.; Karnetzky, C.; Brenneis, A.; Langrieger, F.; Holleitner, Alexander								Topological Insulators as Ultrafast Auston Switches in On-Chip THz-Circuits								IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS				23	4					8700305	10.1109/JSTQE.2016.2641343			JUL-AUG 2017	2017										9							WOS:000395744800001		
J	Sharafeev, A.; Gnezdilov, V.; Sankar, R.; Chou, F. C.; Lemmens, P.								Optical phonon dynamics and electronic fluctuations in the Dirac semimetal Cd3As2								PHYSICAL REVIEW B				95	23					235148	10.1103/PhysRevB.95.235148			JUN 26 2017	2017										9							WOS:000404467300005		
J	Nam, Woo Hyun; Lim, Young Soo; Kim, Woochul; Seo, Hyeon Kook; Dae, Kyun Seong; Lee, Soonil; Seo, Won-Seon; Lee, Jeong Yong								A gigantically increased ratio of electrical to thermal conductivity and synergistically enhanced thermoelectric properties in interface-controlled TiO2-RGO nanocomposites								NANOSCALE				9	23			7830	7838		10.1039/c7nr00911a			JUN 21 2017	2017										9							WOS:000403427300019		
J	Prasai, N.; Trump, B. A.; Marcus, G. G.; Akopyan, A.; Huang, S. X.; McQueen, T. M.; Cohn, J. L.								Ballistic magnon heat conduction and possible Poiseuille flow in the helimagnetic insulator Cu2OSeO3								PHYSICAL REVIEW B				95	22					224407	10.1103/PhysRevB.95.224407			JUN 5 2017	2017										9							WOS:000402652700001		
J	Banerjee, Abhishek; Deb, Oindrila; Majhi, Kunjalata; Ganesan, R.; Sen, Diptiman; Kumar, P. S. Anil								Granular topological insulators								NANOSCALE				9	20			6755	6764		10.1039/c7nr01355h			MAY 28 2017	2017										9							WOS:000402034400019		
J	Sapkota, Yub Raj; Alkabsh, Asma; Walber, Aaron; Samassekou, Hassana; Mazumdar, Dipanjan								Optical evidence for blue shift in topological insulator bismuth selenide in the few-layer limit								APPLIED PHYSICS LETTERS				110	18					181901	10.1063/1.4982631			MAY 1 2017	2017										9							WOS:000400931900018		
J	Kang, Yulong; Zhang, Qian; Fan, Changzeng; Hu, Wanpeng; Chen, Chen; Zhang, Long; Yu, Fengrong; Tian, Yongjun; Xu, Bo								High pressure synthesis and thermoelectric properties of polycrystalline Bi2Se3								JOURNAL OF ALLOYS AND COMPOUNDS				700				223	227		10.1016/j.jallcom.2017.01.062			APR 5 2017	2017										9							WOS:000394075200030		
J	Wang, H. P.; Luo, Wei; Xiang, H. J.								Prediction of high-temperature quantum anomalous Hall effect in two-dimensional transition-metal oxides								PHYSICAL REVIEW B				95	12					125430	10.1103/PhysRevB.95.125430			MAR 22 2017	2017										9							WOS:000399219500005		
J	Shrestha, K.; Marinova, V.; Graf, D.; Lorenz, B.; Chu, C. W.								Quantum oscillations in metallic Sb2Te2Se topological insulator								PHYSICAL REVIEW B				95	7					075102	10.1103/PhysRevB.95.075102			FEB 1 2017	2017										9							WOS:000402138300002		
J	Shen, H. Z.; Li, D. X.; Yi, X. X.								Non-Markovian linear response theory for quantum open systems and its applications								PHYSICAL REVIEW E				95	1					012156	10.1103/PhysRevE.95.012156			JAN 30 2017	2017										9							WOS:000402243300001		
J	Ozfidan, Isil; Han, Jinsen; Maciejko, Joseph								Gapless helical superconductivity on the surface of a three-dimensional topological insulator								PHYSICAL REVIEW B				94	21					214510	10.1103/PhysRevB.94.214510			DEC 15 2016	2016										9							WOS:000390248700001		
J	Lee, Hsin-Yen; Chen, Yu-Sung; Lin, Yen-Cheng; Wu, Jen-Kai; Lee, Ying-Chen; Wu, Bin-Kun; Chern, Ming-Yau; Liang, Chi-Te; Chang, Yuan Huei								Epitaxial growth of Bi2Te3 topological insulator thin films by temperature-gradient induced physical vapor deposition (PVD)								JOURNAL OF ALLOYS AND COMPOUNDS				686				989	997		10.1016/j.jallcom.2016.06.266			NOV 25 2016	2016										9							WOS:000382228300126		
J	Zhou, Weimin; Zhu, Haoshan; Yarmoff, Jory A.								Termination of single-crystal Bi2Se3 surfaces prepared by various methods								PHYSICAL REVIEW B				94	19					195408	10.1103/PhysRevB.94.195408			NOV 7 2016	2016										9							WOS:000387536500009		
J	He, Lan-Po; Li, Shi-Yan								Quantum transport properties of the three-dimensional Dirac semimetal Cd3As2 single crystals								CHINESE PHYSICS B				25	11					117105	10.1088/1674-1056/25/11/117105			NOV 2016	2016										9							WOS:000390376900051		
J	Lanius, M.; Kampmeier, J.; Kolling, S.; Mussler, G.; Koenraad, P. M.; Gruetzmacher, D.								Topography and structure of ultrathin topological insulator Sb2Te3 films on Si(111) grown by means of molecular beam epitaxy								JOURNAL OF CRYSTAL GROWTH				453				158	162		10.1016/j.jcrysgro.2016.08.016			NOV 1 2016	2016										9							WOS:000386984000024		
J	Lu, Hai-Zhou; Shen, Shun-Qing								Weak antilocalization and interaction-induced localization of Dirac and Weyl Fermions in topological insulators and semimetals								CHINESE PHYSICS B				25	11					117202	10.1088/1674-1056/25/11/117202			NOV 2016	2016										9							WOS:000390376900053		
J	Gyenis, Andras; Inoue, Hiroyuki; Jeon, Sangjun; Zhou, Brian B.; Feldman, Benjamin E.; Wang, Zhijun; Li, Jian; Jiang, Shan; Gibson, Quinn D.; Kushwaha, Satya K.; Krizan, Jason W.; Ni, Ni; Cava, Robert J.; Bernevig, B. Andrei; Yazdani, Ali								Imaging electronic states on topological semimetals using scanning tunneling microscopy								NEW JOURNAL OF PHYSICS				18						105003	10.1088/1367-2630/18/10/105003			OCT 18 2016	2016										9							WOS:000404247800001		
J	Besbas, Jean; Banerjee, Karan; Son, Jaesung; Wang, Yi; Wu, Yang; Brahlek, Matthew; Koirala, Nikesh; Moon, Jisoo; Oh, Seongshik; Yang, Hyunsoo								Helicity-Dependent Photovoltaic Effect in Bi2Se3 Under Normal Incident Light								ADVANCED OPTICAL MATERIALS				4	10			1642	1650		10.1002/adom.201600301			OCT 2016	2016										9							WOS:000386356900025		
J	Men'shov, V. N.; Tugushev, V. V.; Chulkov, E. V.								Quantum anomalous Hall effect in magnetically modulated topological insulator/normal insulator heterostructures								JETP LETTERS				104	7			453	459		10.1134/S0021364016190012			OCT 2016	2016										9							WOS:000390046300003		
J	Kurita, Moyuru; Yamaji, Youhei; Imada, Masatoshi								Stabilization of topological insulator emerging from electron correlations on honeycomb lattice and its possible relevance in twisted bilayer graphene								PHYSICAL REVIEW B				94	12					125131	10.1103/PhysRevB.94.125131			SEP 16 2016	2016										9							WOS:000383340400002		
J	Phuoc Huu Le; Chiu, Shao-Pin; Jian, Sheng-Rui; Luo, Chih Wei; Lin, Jiunn-Yuan; Lin, Juhn-Jong; Wu, Kaung Hsiung; Gospodinov, M.								Nanomechanical, structural, and transport properties of Bi3Se2Te thin films								JOURNAL OF ALLOYS AND COMPOUNDS				679				350	357		10.1016/j.jallcom.2016.03.226			SEP 15 2016	2016										9							WOS:000376104900047		
J	Sei, Ryosuke; Kitani, Suguru; Fukumura, Tomoteru; Kawaji, Hitoshi; Hasegawa, Tetsuya								Two-Dimensional Superconductivity Emerged at Monatomic Bi2- Square Net in Layered Y2O2Bi via Oxygen Incorporation								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				138	35			11085	11088		10.1021/jacs.6b05275			SEP 7 2016	2016										9							WOS:000382901800005		
J	Vasudevan, Rama K.; Ziatdinov, Maxim; Jesse, Stephen; Kalinin, Sergei V.								Phases and Interfaces from Real Space Atomically Resolved Data: Physics-Based Deep Data Image Analysis								NANO LETTERS				16	9			5574	5581		10.1021/acs.nanolett.6b02130			SEP 2016	2016										9							WOS:000383412100039		
J	Zeng, Ran; Chen, Liang; Nie, Wenjie; Bi, Meihua; Yang, Yaping; Zhu, Shiyao								Enhancing Casimir repulsion via topological insulator multilayers								PHYSICS LETTERS A				380	36			2861	2869		10.1016/j.physleta.2016.06.002			AUG 19 2016	2016										9							WOS:000381839100011		
J	Ngabonziza, Prosper; Stehno, Martin P.; Myoren, Hiroaki; Neumann, Viola A.; Koster, Gertjan; Brinkman, Alexander								Gate-Tunable Transport Properties of In Situ Capped Bi2Te3 Topological Insulator Thin Films								ADVANCED ELECTRONIC MATERIALS				2	8					1600157	10.1002/aelm.201600157			AUG 2016	2016										9							WOS:000384454800010		
J	Wang, Zhiteng; Mu, Haoran; Zhao, Chujun; Bao, Qiaoliang; Zhang, Han								Harmonic mode-locking and wavelength-tunable Q-switching operation in the graphene-Bi2Te3 heterostructure saturable absorber-based fiber laser								OPTICAL ENGINEERING				55	8					081314	10.1117/1.OE.55.8.081314			AUG 2016	2016										9							WOS:000386209300016		
J	Che, Liqiang; Le, Tian; Xu, C. Q.; Xing, X. Z.; Shi, Zhixiang; Xu, Xiaofeng; Lu, Xin								Absence of Andreev bound states in beta-PdBi2 probed by point-contact Andreev reflection spectroscopy								PHYSICAL REVIEW B				94	2					024519	10.1103/PhysRevB.94.024519			JUL 22 2016	2016										9							WOS:000380099400006		
