PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Geim, A. K.; Novoselov, K. S.								The rise of graphene								NATURE MATERIALS				6	3			183	191		10.1038/nmat1849			MAR 2007	2007										25192							WOS:000244570700015		
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14152							WOS:000264764600004		
J	Lee, Changgu; Wei, Xiaoding; Kysar, Jeffrey W.; Hone, James								Measurement of the elastic properties and intrinsic strength of monolayer graphene								SCIENCE				321	5887			385	388		10.1126/science.1157996			JUL 18 2008	2008										10772							WOS:000257713900044		
J	Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning								Superior thermal conductivity of single-layer graphene								NANO LETTERS				8	3			902	907		10.1021/nl0731872			MAR 2008	2008										7253							WOS:000253947400025		
J	Li, Xuesong; Cai, Weiwei; An, Jinho; Kim, Seyoung; Nah, Junghyo; Yang, Dongxing; Piner, Richard; Velamakanni, Aruna; Jung, Inhwa; Tutuc, Emanuel; Banerjee, Sanjay K.; Colombo, Luigi; Ruoff, Rodney S.								Large-Area Synthesis of High-Quality and Uniform Graphene Films on Copper Foils								SCIENCE				324	5932			1312	1314		10.1126/science.1171245			JUN 5 2009	2009										7175							WOS:000266635100041		
J	Kim, Keun Soo; Zhao, Yue; Jang, Houk; Lee, Sang Yoon; Kim, Jong Min; Kim, Kwang S.; Ahn, Jong-Hyun; Kim, Philip; Choi, Jae-Young; Hong, Byung Hee								Large-scale pattern growth of graphene films for stretchable transparent electrodes								NATURE				457	7230			706	710		10.1038/nature07719			FEB 5 2009	2009										7055							WOS:000263064700037		
J	Diebold, U								The surface science of titanium dioxide								SURFACE SCIENCE REPORTS				48	5-8			53	229	PII S0167-5729(02)00100-0	10.1016/S0167-5729(02)00100-0			2003	2003										5446							WOS:000186523100001		
J	Huang, Fang; Chen, Lijuan; Wu, Zhongqing; Wang, Wei								First-principles calculations of equilibrium Mg isotope fractionations between garnet, clinopyroxene, orthopyroxene, and olivine: Implications for Mg isotope thermometry								EARTH AND PLANETARY SCIENCE LETTERS				367				61	70		10.1016/j.epsl.2013.02.025			APR 1 2013	2013										62							WOS:000319848300006		
J	Sharma, Priyanka; Tuteja, Satish K.; Bhalla, Vijayender; Shekhawat, G.; Dravid, Vinayak P.; Suri, C. Raman								Bio-functionalized graphene-graphene oxide nanocomposite based electrochemical immunosensing								BIOSENSORS & BIOELECTRONICS				39	1			99	105		10.1016/j.bios.2012.06.061			JAN 15 2013	2013										62							WOS:000309486300016		
J	Yang, Guohai; Cao, Juntao; Li, Lingling; Rana, Rohit Kumar; Zhu, Jun-Jie								Carboxymethyl chitosan-functionalized graphene for label-free electrochemical cytosensing								CARBON				51				124	133		10.1016/j.carbon.2012.08.020			JAN 2013	2013										62							WOS:000311005300014		
J	Yu, Kehan; Wen, Zhenhai; Pu, Haihui; Lu, Ganhua; Bo, Zheng; Kim, Haejune; Qian, Yuanyuan; Andrew, Erin; Mao, Shun; Chen, Junhong								Hierarchical vertically oriented graphene as a catalytic counter electrode in dye-sensitized solar cells								JOURNAL OF MATERIALS CHEMISTRY A				1	2			188	193		10.1039/c2ta00380e			2013	2013										62							WOS:000314631700003		
J	Wang, Lei; Chen, Zheyuan; Dean, Cory R.; Taniguchi, Takashi; Watanabe, Kenji; Brus, Louis E.; Hone, James								Negligible Environmental Sensitivity of Graphene in a Hexagonal Boron Nitride/Graphene/h-BN Sandwich Structure								ACS NANO				6	10			9314	9319		10.1021/nn304004s			OCT 2012	2012										62							WOS:000310096100097		
J	Sidorov, Anton N.; Slawinski, Grzegorz W.; Jayatissa, A. H.; Zamborini, Francis P.; Sumanasekera, Gamini U.								A surface-enhanced Raman spectroscopy study of thin graphene sheets functionalized with gold and silver nanostructures by seed-mediated growth								CARBON				50	2			699	705		10.1016/j.carbon.2011.09.030			FEB 2012	2012										62							WOS:000297397700041		
J	Komsa, Hannu-Pekka; Pasquarello, Alfredo								Assessing the accuracy of hybrid functionals in the determination of defect levels: Application to the As antisite in GaAs								PHYSICAL REVIEW B				84	7					075207	10.1103/PhysRevB.84.075207			AUG 11 2011	2011										62							WOS:000293774400005		
J	Late, Dattatray J.; Maitra, Urmimala; Panchakarla, L. S.; Waghmare, Umesh V.; Rao, C. N. R.								Temperature effects on the Raman spectra of graphenes: dependence on the number of layers and doping								JOURNAL OF PHYSICS-CONDENSED MATTER				23	5					055303	10.1088/0953-8984/23/5/055303			FEB 9 2011	2011										62							WOS:000286380800008		
J	Son, Minhyeok; Lim, Hyunseob; Hong, Misun; Choi, Hee Cheul								Direct growth of graphene pad on exfoliated hexagonal boron nitride surface								NANOSCALE				3	8			3089	3093		10.1039/c1nr10504c			2011	2011										62							WOS:000293521700014		
J	Lu, Ye; Goldsmith, Brett; Strachan, Douglas R.; Lim, Jong Hsien; Luo, Zhengtang; Johnson, A. T. Charlie								High-On/Off-Ratio Graphene Nanoconstriction Field-Effect Transistor								SMALL				6	23			2748	2754		10.1002/smll.201001324			DEC 6 2010	2010										62							WOS:000285565300019		
J	Kang, Byung Jin; Mun, Jeong Hun; Hwang, Chan Yong; Cho, Byung Jin								Monolayer graphene growth on sputtered thin film platinum								JOURNAL OF APPLIED PHYSICS				106	10					104309	10.1063/1.3254193			NOV 15 2009	2009										62							WOS:000272932300116		
J	Jiang, Chao; Lin, Zhijun; Zhao, Yusheng								Thermodynamic and Mechanical Stabilities of Tantalum Nitride								PHYSICAL REVIEW LETTERS				103	18					185501	10.1103/PhysRevLett.103.185501			OCT 30 2009	2009										62							WOS:000271352400022		
J	Basko, D. M.								Calculation of the Raman G peak intensity in monolayer graphene: role of Ward identities								NEW JOURNAL OF PHYSICS				11						095011	10.1088/1367-2630/11/9/095011			SEP 30 2009	2009										62							WOS:000270513500010		
J	Lefrant, S.; Baibarac, M.; Baltog, I.								Raman and FTIR spectroscopy as valuable tools for the characterization of polymer and carbon nanotube based composites								JOURNAL OF MATERIALS CHEMISTRY				19	32			5690	5704		10.1039/b821136a			2009	2009										62							WOS:000268741000002		
J	Chretien, Steeve; Metiu, Horia								O-2 evolution on a clean partially reduced rutile TiO2(110) surface and on the same surface precovered with Au-1 and Au-2: The importance of spin conservation								JOURNAL OF CHEMICAL PHYSICS				129	7					074705	10.1063/1.2956506			AUG 21 2008	2008										62							WOS:000258643300039		
J	Abanin, Dmitry A.; Levitov, Leonid S.								Conformal invariance and shape-dependent conductance of graphene samples								PHYSICAL REVIEW B				78	3					035416	10.1103/PhysRevB.78.035416			JUL 2008	2008										62							WOS:000258190300132		
J	Oron-Carl, M.; Krupke, R.								Raman spectroscopic evidence for hot-phonon generation in electrically biased carbon nanotubes								PHYSICAL REVIEW LETTERS				100	12					127401	10.1103/PhysRevLett.100.127401			MAR 28 2008	2008										62							WOS:000254473800069		
J	Liu, Kesong; Fu, Honggang; Xie, Ying; Zhang, Lili; Pan, Kai; Zhou, Wei								Assembly of beta-cyclodextrins acting as molecular bricks onto multiwall carbon nanotubes								JOURNAL OF PHYSICAL CHEMISTRY C				112	4			951	957		10.1021/jp0756754			JAN 31 2008	2008										62							WOS:000252619100012		
J	Perebeinos, Vasili; Avouris, Phaedon								Impact excitation by hot carriers in carbon nanotubes								PHYSICAL REVIEW B				74	12					121410	10.1103/PhysRevB.74.121410			SEP 2006	2006										62							WOS:000240872500019		
J	Ignatchenko, Alexey; Nealon, Donald G.; Dushane, Roy; Humphries, Keith								Interaction of water with titania and zirconia surfaces								JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL				256	1-2			57	74		10.1016/j.molcata.2006.04.031			AUG 18 2006	2006										62							WOS:000240365800009		
J	Kuo, MY; Chen, CL; Hua, CY; Yang, HC; Shen, PY								Density functional theory calculations of dense TiO2 polymorphs: Implication for visible-light-responsive photocatalysts								JOURNAL OF PHYSICAL CHEMISTRY B				109	18			8693	8700		10.1021/jp0510903			MAY 12 2005	2005										62							WOS:000228982900026		
J	Homann, T; Bredow, T; Jug, K								Adsorption of small molecules on the anatase(100) surface								SURFACE SCIENCE				555	1-3			135	144		10.1016/j.susc.2003.12.039			APR 20 2004	2004										62							WOS:000220932600015		
J	Sun, Meng; Davenport, Douglas; Liu, Huijuan; Qu, Jiuhui; Elimelech, Menachem; Li, Jinghong								Highly efficient and sustainable non-precious-metal Fe-N-C electrocatalysts for the oxygen reduction reaction								JOURNAL OF MATERIALS CHEMISTRY A				6	6			2527	2539		10.1039/c7ta09187g			FEB 14 2018	2018										61							WOS:000424466300013		
J	Gent, William E.; Lim, Kipil; Liang, Yufeng; Li, Qinghao; Barnes, Taylor; Ahn, Sung-Jin; Stone, Kevin H.; McIntire, Mitchell; Hong, Jihyun; Song, Jay Hyok; Li, Yiyang; Mehta, Apurva; Ermon, Stefano; Tyliszczak, Tolek; Kilcoyne, David; Vine, David; Park, Jin-Hwan; Doo, Seok-Kwang; Toney, Michael F.; Yang, Wanli; Prendergast, David; Chueh, William C.								Coupling between oxygen redox and cation migration explains unusual electrochemistry in lithium-rich layered oxides								NATURE COMMUNICATIONS				8						2091	10.1038/s41467-017-02041-x			DEC 12 2017	2017										61							WOS:000417702300042		
J	Kong, Luo; Yin, Xiaowei; Han, Meikang; Yuan, Xiaoyan; Hou, Zexin; Ye, Fang; Zhang, Litong; Cheng, Laifei; Xu, Zhanwei; Huang, Jianfeng								Macroscopic bioinspired graphene sponge modified with in-situ grown carbon nanowires and its electromagnetic properties								CARBON				111				94	102		10.1016/j.carbon.2016.09.066			JAN 2017	2017										61							WOS:000389555500012		
J	Deng, Shengcai; Meng, Tingting; Xu, Bolian; Gao, Fei; Ding, Yuanhua; Yu, Lei; Fan, Yining								Advanced MnOx/TiO2 Catalyst with Preferentially Exposed Anatase {001} Facet for Low-Temperature SCR of NO								ACS CATALYSIS				6	9			5807	5815		10.1021/acscatal.6b01121			SEP 2016	2016										61							WOS:000382714000020		
J	Filip, Marina R.; Verdi, Carla; Giustino, Feliciano								GW Band Structures and Carrier Effective Masses of CH3NH3PbI3 and Hypothetical Perovskites of the Type APbI(3): A = NH4, PH4, AsH4, and SbH4								JOURNAL OF PHYSICAL CHEMISTRY C				119	45			25209	25219		10.1021/acs.jpcc.5b07891			NOV 12 2015	2015										61							WOS:000364796300009		
J	Li, Zheling; Kinloch, Ian A.; Young, Robert J.; Novoselov, Kostya S.; Anagnostopoulos, George; Parthenios, John; Galiotis, Costas; Papagelis, Konstantinos; Lu, Ching-Yu; Britnell, Liam								Deformation of Wrinkled Graphene								ACS NANO				9	4			3917	3925		10.1021/nn507202c			APR 2015	2015										61							WOS:000353867000053		
J	De Trizio, Luca; Gaspari, Roberto; Bertoni, Giovanni; Kriegel, Ilka; Moretti, Luca; Scotognella, Francesco; Maserati, Lorenzo; Zhang, Yang; Messina, Gabriele C.; Prato, Mirko; Marras, Sergio; Cavalli, Andrea; Manna, Liberato								Cu3-x,P Nanocrystals as a Material Platform for Near-Infrared Plasmonics and Cation Exchange Reactions								CHEMISTRY OF MATERIALS				27	3			1120	1128		10.1021/cm5044792			FEB 10 2015	2015										61							WOS:000349934500053		
J	Ganesh, P.; Kim, Jeongnim; Park, Changwon; Yoon, Mina; Reboredo, Fernando A.; Kent, Paul R. C.								Binding and Diffusion of Lithium in Graphite: Quantum Monte Carlo Benchmarks and Validation of van der Waals Density Functional Methods								JOURNAL OF CHEMICAL THEORY AND COMPUTATION				10	12			5318	5323		10.1021/ct500617z			DEC 2014	2014										61							WOS:000346324000012		
J	Liu, Yanpeng; Yuan, Li; Yang, Ming; Zheng, Yi; Li, Linjun; Gao, Libo; Nerngchamnong, Nisachol; Nai, Chang Tai; Sangeeth, C. S. Suchand; Feng, Yuan Ping; Nijhuis, Christian A.; Loh, Kian Ping								Giant enhancement in vertical conductivity of stacked CVD graphene sheets by self-assembled molecular layers								NATURE COMMUNICATIONS				5						5461	10.1038/ncomms6461			NOV 2014	2014										61							WOS:000345646900001		
J	Aizawa, Takashi; Suehara, Shigeru; Otani, Shigeki								Silicene on Zirconium Carbide (111)								JOURNAL OF PHYSICAL CHEMISTRY C				118	40			23049	23057		10.1021/jp505602c			OCT 9 2014	2014										61							WOS:000343016800027		
J	Hallam, Toby; Berner, Nina C.; Yim, Chanyoung; Duesberg, Georg S.								Strain, Bubbles, Dirt, and Folds: A Study of Graphene Polymer-Assisted Transfer								ADVANCED MATERIALS INTERFACES				1	6					1400115	10.1002/admi.201400115			SEP 2014	2014										61							WOS:000348284500011		
J	Kim, Do-Yeon; Sinha-Ray, Suman; Park, Jung-Jae; Lee, Jong-Gun; Cha, You-Hong; Bae, Sang-Hoon; Ahn, Jong-Hyun; Jung, Yong Chae; Kim, Soo Min; Yarin, Alexander L.; Yoon, Sam S.								Self-Healing Reduced Graphene Oxide Films by Supersonic Kinetic Spraying								ADVANCED FUNCTIONAL MATERIALS				24	31			4986	4995		10.1002/adfm.201400732			AUG 20 2014	2014										61							WOS:000340682300014		
J	Wang, Ye; Xing, Guozhong; Han, Zhao Jun; Shi, Yumeng; Wong, Jen It; Huang, Zhi Xiang; Ostrikov, Kostya (Ken); Yang, Hui Ying								Pre-lithiation of onion-like carbon/MoS2 nano-urchin anodes for high-performance rechargeable Lithium ion batteries								NANOSCALE				6	15			8884	8890		10.1039/c4nr01553c			AUG 7 2014	2014										61							WOS:000339861500062		
J	Ragoussi, Maria-Eleni; Katsukis, Georgios; Roth, Alexandra; Malig, Jenny; de la Torre, Gema; Guldi, Dirk M.; Torres, Tomas								Electron-Donating Behavior of Few-Layer Graphene in Covalent Ensembles with Electron-Accepting Phthalocyanines								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	12			4593	4598		10.1021/ja411830x			MAR 26 2014	2014										61							WOS:000333551800026		
J	Zabet-Khosousi, Amir; Zhao, Liuyan; Palova, Lucia; Hybertsen, Mark S.; Reichman, David R.; Pasupathy, Abhay N.; Flynn, George W.								Segregation of Sublattice Domains in Nitrogen-Doped Graphene								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	4			1391	1397		10.1021/ja408463g			JAN 29 2014	2014										61							WOS:000330598600048		
J	Wang, Liping; Schutz, Christina; Salazar-Alvarez, German; Titirici, Maria-Magdalena								Carbon aerogels from bacterial nanocellulose as anodes for lithium ion batteries								RSC ADVANCES				4	34			17549	17554		10.1039/c3ra47853j			2014	2014										61							WOS:000335227700019		
J	Ma, Xiangchao; Dai, Ying; Guo, Meng; Huang, Baibiao								Relative Photooxidation and Photoreduction Activities of the {100}, {101}, and {001} Surfaces of Anatase TiO2								LANGMUIR				29	44			13647	13654		10.1021/la403351v			NOV 5 2013	2013										61							WOS:000326711200040		
J	Chen, Jianhui; Shi, Tuwan; Cai, Tuocheng; Xu, Tao; Sun, Litao; Wu, Xiaosong; Yu, Dapeng								Self healing of defected graphene								APPLIED PHYSICS LETTERS				102	10					103107	10.1063/1.4795292			MAR 11 2013	2013										61							WOS:000316501200070		
J	Deng, Zhao; Klimov, Nikolai N.; Solares, Santiago D.; Li, Teng; Xu, Hua; Cannara, Rachel J.								Nanoscale Interfacial Friction and Adhesion on Supported versus Suspended Monolayer and Multilayer Graphene								LANGMUIR				29	1			235	243		10.1021/la304079a			JAN 8 2013	2013										61							WOS:000313305900029		
J	Lu, Tiewen; Zhang, Rongbin; Hu, Changyuan; Chen, Fei; Duo, Shuwang; Hu, Quanhong								TiO2-graphene composites with exposed {001} facets produced by a one-pot solvothermal approach for high performance photocatalyst								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				15	31			12963	12970		10.1039/c3cp50942g			2013	2013										61							WOS:000321954200019		
J	Kawahara, S. L.; Lagoute, J.; Repain, V.; Chacon, C.; Girard, Y.; Rousset, S.; Smogunov, A.; Barreteau, C.								Large Magnetoresistance through a Single Molecule due to a Spin-Split Hybridized Orbital								NANO LETTERS				12	9			4558	4563		10.1021/nl301802e			SEP 2012	2012										61							WOS:000308576000023		
J	Liu, Changqing; Hu, Guoxin; Gao, Hanyang								Preparation of few-layer and single-layer graphene by exfoliation of expandable graphite in supercritical N,N-dimethylformamide								JOURNAL OF SUPERCRITICAL FLUIDS				63				99	104		10.1016/j.supflu.2012.01.002			MAR 2012	2012										61							WOS:000301806500013		
J	Leonov, I.; Poteryaev, A. I.; Anisimov, V. I.; Vollhardt, D.								Calculated phonon spectra of paramagnetic iron at the alpha-gamma phase transition								PHYSICAL REVIEW B				85	2					020401	10.1103/PhysRevB.85.020401			JAN 4 2012	2012										61							WOS:000298863100001		
J	Han, Xiguang; Wang, Xue; Xie, Shuifen; Kuang, Qin; Ouyang, Junjie; Xie, Zhaoxiong; Zheng, Lansun								Carbonate ions-assisted syntheses of anatase TiO2 nanoparticles exposed with high energy (001) facets								RSC ADVANCES				2	8			3251	3253		10.1039/c2ra00834c			2012	2012										61							WOS:000302023500022		
J	Lu, Wenbo; Liu, Sen; Qin, Xiaoyun; Wang, Lei; Tian, Jingqi; Luo, Yonglan; Asiri, Abdullah M.; Al-Youbi, Abdulrahman O.; Sun, Xuping								High-yield, large-scale production of few-layer graphene flakes within seconds: using chlorosulfonic acid and H2O2 as exfoliating agents								JOURNAL OF MATERIALS CHEMISTRY				22	18			8775	8777		10.1039/c2jm16741g			2012	2012										61							WOS:000302634800008		
J	Avdoshenko, Stas M.; Ioffe, Ilya N.; Cuniberti, Gianaurelio; Dunsch, Lothar; Popov, Alexey A.								Organometallic Complexes of Graphene: Toward Atomic Spintronics Using a Graphene Web								ACS NANO				5	12			9939	9949		10.1021/nn203719a			DEC 2011	2011										61							WOS:000298316700069		
J	Huh, Sung; Park, Jaesung; Kim, Kwang S.; Hong, Byung Hee; Bin Kim, Seung								Selective n-Type Doping of Graphene by Photo-patterned Gold Nanoparticles								ACS NANO				5	5			3639	3644		10.1021/nn1035203			MAY 2011	2011										61							WOS:000290826800028		
J	Sun, Tao; Fabris, Stefano; Baroni, Stefano								Surface Precursors and Reaction Mechanisms for the Thermal Reduction of Graphene Basal Surfaces Oxidized by Atomic Oxygen								JOURNAL OF PHYSICAL CHEMISTRY C				115	11			4730	4737		10.1021/jp111372k			MAR 24 2011	2011										61							WOS:000288401200050		
J	Kim, Namdong; Kim, Kwang S.; Jung, Naeyoung; Brus, Louis; Kim, Philip								Synthesis and Electrical Characterization of Magnetic Bilayer Graphene Intercalate								NANO LETTERS				11	2			860	865		10.1021/nl104228f			FEB 2011	2011										61							WOS:000287049100093		
J	Eletskii, A. V.; Iskandarova, I. M.; Knizhnik, A. A.; Krasikov, D. N.								Graphene: fabrication methods and thermophysical properties								PHYSICS-USPEKHI				54	3			227	258		10.3367/UFNe.0181.201103a.0233			2011	2011										61							WOS:000294813600001		
J	Lopes, Manuel; Candini, Andrea; Urdampilleta, Matias; Reserbat-Plantey, Antoine; Bellini, Valerio; Klyatskaya, Svetlana; Marty, Laetitia; Ruben, Mario; Affronte, Marco; Wernsdorfer, Wolfgang; Bendiab, Nedjma								Surface-Enhanced Raman Signal for Terbium Single-Molecule Magnets Grafted on Graphene								ACS NANO				4	12			7531	7537		10.1021/nn1018363			DEC 2010	2010										61							WOS:000285449100061		
J	Perera, U. G. E.; Kulik, H. J.; Iancu, V.; da Silva, L. G. G. V. Dias; Ulloa, S. E.; Marzari, N.; Hla, S. -W.								Spatially Extended Kondo State in Magnetic Molecules Induced by Interfacial Charge Transfer								PHYSICAL REVIEW LETTERS				105	10					106601	10.1103/PhysRevLett.105.106601			SEP 3 2010	2010										61							WOS:000281518800006		
J	Cheng, Hongzhi; Selloni, Annabella								Hydroxide Ions at the Water/Anatase TiO2(101) Interface: Structure and Electronic States from First Principles Molecular Dynamics								LANGMUIR				26	13			11518	11525		10.1021/la100672f			JUL 6 2010	2010										61							WOS:000279239900152		
J	Alimohammadi, Mozhgan; Fichthorn, Kristen A.								Molecular Dynamics Simulation of the Aggregation of Titanium Dioxide Nanocrystals: Preferential Alignment								NANO LETTERS				9	12			4198	4203		10.1021/nl9024215			DEC 2009	2009										61							WOS:000272395400041		
J	Lueer, Larry; Gadermaier, Christoph; Crochet, Jared; Hertel, Tobias; Brida, Daniele; Lanzani, Guglielmo								Coherent Phonon Dynamics in Semiconducting Carbon Nanotubes: A Quantitative Study of Electron-Phonon Coupling								PHYSICAL REVIEW LETTERS				102	12					127401	10.1103/PhysRevLett.102.127401			MAR 27 2009	2009										61							WOS:000264632100066		
J	Rangel, Norma L.; Seminario, Jorge A.								Graphene Terahertz Generators for Molecular Circuits and Sensors								JOURNAL OF PHYSICAL CHEMISTRY A				112	51			13699	13705		10.1021/jp808181n			DEC 25 2008	2008										61							WOS:000262018900056		
J	Zhou, Jian; Dong, Jinming								Vibrational property and Raman spectrum of carbon nanoribbon								APPLIED PHYSICS LETTERS				91	17					173108	10.1063/1.2800796			OCT 22 2007	2007										61							WOS:000250468200087		
J	Kim, J. S.; Boeri, L.; Kremer, R. K.; Razavi, F. S.								Effect of pressure on superconducting Ca-intercalated graphite CaC6								PHYSICAL REVIEW B				74	21					214513	10.1103/PhysRevB.74.214513			DEC 2006	2006										61							WOS:000243195500093		
J	Cho, CH; Han, MH; Kim, DH; Kim, DK								Morphology evolution of anatase TiO2 nanocrystals under a hydrothermal condition (pH=9.5) and their ultra-high photo-catalytic activity								MATERIALS CHEMISTRY AND PHYSICS				92	1			104	111		10.1016/j.matchemphys.2004.12.036			JUL 15 2005	2005										61							WOS:000228698900018		
J	Li, Degang; Duan, Xiaoguang; Sun, Hongqi; Kang, Jian; Zhang, Huayang; Tade, Moses O.; Wang, Shaobin								Facile synthesis of nitrogen-doped graphene via low-temperature pyrolysis: The effects of precursors and annealing ambience on metal-free catalytic oxidation								CARBON				115				649	658		10.1016/j.carbon.2017.01.058			MAY 2017	2017										60							WOS:000395601300071		
