J	Zhou, Y; Antonietti, M								A series of highly ordered, super-microporus, lamellar silicas prepared by nanocasting with ionic liquids								CHEMISTRY OF MATERIALS				16	3			544	550		10.1021/cm034442w			FEB 10 2004	2004										191							WOS:000188804700026		
J	Anandan, S; Yoon, M								Photocatalytic activities of the nano-sized TiO2-supported Y-zeolites								JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS				4	1			5	18		10.1016/S1389-5567(03)00002-9			APR 30 2003	2003										191							WOS:000184625400003		
J	BELSER, P; ZELEWSKY, AV								SYNTHESIS, SPECTROSCOPIC DATA AND ELECTROCHEMICAL-BEHAVIOR OF RUTHENIUM(II) COMPLEXES WITH BIDENTATE LIGANDS								HELVETICA CHIMICA ACTA				63	6			1675	1702		10.1002/hlca.19800630637			1980	1980										191							WOS:A1980KK43600036		
J	Wang, Ji-Chao; Yao, Hong-Chang; Fan, Ze-Yu; Zhang, Lin; Wang, Jian-She; Zang, Shuang-Quan; Li, Zhong-Jun								Indirect Z-Scheme BiOl/g-C3N4 Photocatalysts with Enhanced Photoreduction CO2 Activity under Visible Light Irradiation								ACS APPLIED MATERIALS & INTERFACES				8	6			3765	3775		10.1021/acsami.5b09901			FEB 17 2016	2016										190							WOS:000370583100027		
J	Ma, Xiang-Chao; Dai, Ying; Yu, Lin; Huang, Bai-Biao								Energy transfer in plasmonic photocatalytic composites								LIGHT-SCIENCE & APPLICATIONS				5						e16017	10.1038/lsa.2016.17			FEB 2016	2016										190							WOS:000370478500001		
J	Banin, Uri; Ben-Shahar, Yuval; Vinokurov, Kathy								Hybrid Semiconductor-Metal Nanoparticles: From Architecture to Function								CHEMISTRY OF MATERIALS				26	1			97	110		10.1021/cm402131n			JAN 14 2014	2014										190							WOS:000330416900010		
J	Jeong, Sangmoo; McGehee, Michael D.; Cui, Yi								All-back-contact ultra-thin silicon nanocone solar cells with 13.7% power conversion efficiency								NATURE COMMUNICATIONS				4						2950	10.1038/ncomms3950			DEC 2013	2013										190							WOS:000329397000003		
J	Lee, Jin-Wook; Son, Dae-Yong; Ahn, Tae Kyu; Shin, Hee-Won; Kim, In Young; Hwang, Seong-Ju; Ko, Min Jae; Sul, Soohwan; Han, Hyouksoo; Park, Nam-Gyu								Quantum-Dot-Sensitized Solar Cell with Unprecedentedly High Photocurrent								SCIENTIFIC REPORTS				3						1050	10.1038/srep01050			JAN 10 2013	2013										190							WOS:000313418100005		
J	Wang, Mingkui; Graetzel, Carole; Zakeeruddin, Shaik M.; Graetzel, Michael								Recent developments in redox electrolytes for dye-sensitized solar cells								ENERGY & ENVIRONMENTAL SCIENCE				5	11			9394	9405		10.1039/c2ee23081j			NOV 2012	2012										190							WOS:000310006200018		
J	Feng, Xinjian; Zhu, Kai; Frank, Arthur J.; Grimes, Craig A.; Mallouk, Thomas E.								Rapid Charge Transport in Dye-Sensitized Solar Cells Made from Vertically Aligned Single-Crystal Rutile TiO2 Nanowires								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				51	11			2727	2730		10.1002/anie.201108076			2012	2012										190							WOS:000301173800036		
J	Memarian, Nafiseh; Concina, Isabella; Braga, Antonio; Rozati, Seyed Mohammad; Vomiero, Alberto; Sberveglieri, Giorgio								Hierarchically Assembled ZnO Nanocrystallites for High-Efficiency Dye-Sensitized Solar Cells								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				50	51			12321	12325		10.1002/anie.201104605			2011	2011										190							WOS:000298088600039		
J	Gardas, Ramesh L.; Coutinho, Joao A. P.								Group Contribution Methods for the Prediction of Thermophysical and Transport Properties of Ionic Liquids								AICHE JOURNAL				55	5			1274	1290		10.1002/aic.11737			MAY 2009	2009										190							WOS:000265620600019		
J	Armstrong, Fraser A.; Belsey, Natalie A.; Cracknell, James A.; Goldet, Gabrielle; Parkin, Alison; Reisner, Erwin; Vincent, Kylie A.; Wait, Annemarie F.								Dynamic electrochemical investigations of hydrogen oxidation and production by enzymes and implications for future technology								CHEMICAL SOCIETY REVIEWS				38	1			36	51		10.1039/b801144n			2009	2009										190							WOS:000261768900004		
J	Wu, Xing-Long; Guo, Yu-Guo; Wan, Li-Jun; Hu, Chang-Wen								alpha-Fe2O3 Nanostructures: Inorganic Salt-Controlled Synthesis and Their Electrochemical Performance toward Lithium Storage								JOURNAL OF PHYSICAL CHEMISTRY C				112	43			16824	16829		10.1021/jp8058307			OCT 30 2008	2008										190							WOS:000260357800017		
J	Brown, Patrick; Takechi, Kensuke; Kamat, Prashant V.								Single-walled carbon nanotube scaffolds for dye-sensitized solar cells								JOURNAL OF PHYSICAL CHEMISTRY C				112	12			4776	4782		10.1021/jp7107472			MAR 27 2008	2008										190							WOS:000255108700050		
J	Rogers, Emma I.; Silvester, Debbie S.; Poole, Darren L.; Aldous, Leigh; Hardacre, Christopher; Compton, Richard G.								Voltammetric characterization of the ferrocene vertical bar ferrocenium and cobaltocenium vertical bar cobaltocene redox couples in RTILs								JOURNAL OF PHYSICAL CHEMISTRY C				112	7			2729	2735		10.1021/jp710134e			FEB 21 2008	2008										190							WOS:000253222200075		
J	Yoshida, T; Tochimoto, M; Schlettwein, D; Wohrle, D; Sugiura, T; Minoura, H								Self-assembly of zinc oxide thin films modified with tetrasulfonated metallophthalocyanines by one-step electrodeposition								CHEMISTRY OF MATERIALS				11	10			2657	2667		10.1021/cm980619o			OCT 1999	1999										190							WOS:000083261100005		
J	KATO, K; TSUZUKI, A; TAODA, H; TORII, Y; KATO, T; BUTSUGAN, Y								CRYSTAL-STRUCTURES OF TIO2 THIN COATINGS PREPARED FROM THE ALKOXIDE SOLUTION VIA THE DIP-COATING TECHNIQUE AFFECTING THE PHOTOCATALYTIC DECOMPOSITION OF AQUEOUS ACETIC-ACID								JOURNAL OF MATERIALS SCIENCE				29	22			5911	5915		10.1007/BF00366875			NOV 15 1994	1994										190							WOS:A1994PU79300023		
J	LEVITZ, P; VANDAMME, H								FLUORESCENCE DECAY STUDY OF THE ADSORPTION OF NONIONIC SURFACTANTS AT THE SOLID-LIQUID INTERFACE .2. INFLUENCE OF POLAR CHAIN-LENGTH								JOURNAL OF PHYSICAL CHEMISTRY				90	7			1302	1310		10.1021/j100398a020			MAR 27 1986	1986										190							WOS:A1986A654100020		
J	Bostedt, Christoph; Boutet, Sebastien; Fritz, David M.; Huang, Zhirong; Lee, Hae Ja; Lemke, Henrik T.; Robert, Aymeric; Schlotter, William F.; Turner, Joshua J.; Williams, Garth J.								Linac Coherent Light Source: The first five years								REVIEWS OF MODERN PHYSICS				88	1					015007	10.1103/RevModPhys.88.015007			MAR 9 2016	2016										189							WOS:000371723300002		
J	Ebbesen, Sune Dalgaard; Jensen, Soren Hojgaard; Hauch, Anne; Mogensen, Mogens Bjerg								High Temperature Electrolysis in Alkaline Cells, Solid Proton Conducting Cells, and Solid Oxide Cells								CHEMICAL REVIEWS				114	21			10697	10734		10.1021/cr5000865			NOV 12 2014	2014										189							WOS:000344906200001		
J	Zhou, Min; Lou, Xiong Wen (David); Xie, Yi								Two-dimensional nanosheets for photoelectrochemical water splitting: Possibilities and opportunities								NANO TODAY				8	6			598	618		10.1016/j.nantod.2013.12.002			DEC 2013	2013										189							WOS:000331505400008		
J	Yang, Jinhui; Yan, Hongjian; Wang, Xiuli; Wen, Fuyu; Wang, Zhijun; Fan, Dayong; Shi, Jingying; Li, Can								Roles of cocatalysts in Pt-PdS/CdS with exceptionally high quantum efficiency for photocatalytic hydrogen production								JOURNAL OF CATALYSIS				290				151	157		10.1016/j.jcat.2012.03.008			JUN 2012	2012										189							WOS:000305098400016		
J	Chen Shifu; Zhao Wei; Liu Wei; Zhang Sujuan								Preparation, characterization and activity evaluation of p-n junction photocatalyst p-ZnO/n-TiO2								APPLIED SURFACE SCIENCE				255	5			2478	2484		10.1016/j.apsusc.2008.07.115			DEC 30 2008	2008										189							WOS:000266197700041		
J	Aprile, Carmela; Corma, Avelino; Garcia, Hermenegildo								Enhancement of the photocatalytic activity of TiO2 through spatial structuring and particle size control: from subnanometric to submillimetric length scale								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				10	6			769	783		10.1039/b712168g			2008	2008										189							WOS:000252830600001		
J	Olson, Dana C.; Shaheen, Sean E.; Collins, Reuben T.; Ginley, David S.								The effect of atmosphere and ZnO morphology on the performance of hybrid poly(3-hexylthiophene)/ZnO nanofiber photovoltaic devices								JOURNAL OF PHYSICAL CHEMISTRY C				111	44			16670	16678		10.1021/jp0734225			NOV 8 2007	2007										189							WOS:000250647000083		
J	Lin, Zhuojia; Wragg, David S.; Warren, John E.; Morris, Russell E.								Anion control in the ionothermal synthesis of coordination polymers								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				129	34			10334	+		10.1021/ja0737671			AUG 29 2007	2007										189							WOS:000249035200018		
J	Li, Wenjing; Zhang, Zhaofu; Han, Buxing; Hu, Suqin; Xie, Ye; Yang, Guanying								Effect of water and organic solvents on the ionic dissociation of ionic liquids								JOURNAL OF PHYSICAL CHEMISTRY B				111	23			6452	6456		10.1021/jp071051m			JUN 14 2007	2007										189							WOS:000247034100021		
J	Adden, Nina; Gamble, Lara J.; Castner, David G.; Hoffmann, Andrea; Gross, Gerhard; Menzel, Henning								Phosphonic acid monolayers for binding of bioactive molecules to titanium surfaces								LANGMUIR				22	19			8197	8204		10.1021/la060754c			SEP 12 2006	2006										189							WOS:000240250600040		
J	Han, LY; Koide, N; Chiba, Y; Islam, A; Mitate, T								Modeling of an equivalent circuit for dye-sensitized solar cells: improvement of efficiency of dye-sensitized solar cells by reducing internal resistance								COMPTES RENDUS CHIMIE				9	5-6			645	651		10.1016/j.crci.2005.02.046			MAY-JUN 2006	2006						15th International Conference on Photochemical Conversion and Storage of Solar Energy	JUL 04-07, 2004		Paris, FRANCE	189							WOS:000237498400013		
J	Ishikawa, T; Kumamoto, T								Guanidines in organic synthesis								SYNTHESIS-STUTTGART					5			737	752		10.1055/s-2006-926325			MAR 2 2006	2006										189							WOS:000235875400001		
J	Thomas, KRJ; Lin, JT; Hsu, YC; Ho, KC								Organic dyes containing thienylfluorene conjugation for solar cells								CHEMICAL COMMUNICATIONS					32			4098	4100		10.1039/b506732d			2005	2005										189							WOS:000231133300022		
J	De Angelis, F; Tilocca, A; Selloni, A								Time-dependent DFT study of [Fe(CN)(6)](4-) sensitization of TiO2 nanoparticles								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				126	46			15024	15025		10.1021/ja045152z			NOV 24 2004	2004										189							WOS:000225233600013		
J	Mandal, PK; Sarkar, M; Samanta, A								Excitation-wavelength-dependent fluorescence behavior of some dipolar molecules in room-temperature ionic liquids								JOURNAL OF PHYSICAL CHEMISTRY A				108	42			9048	9053		10.1021/jp047250c			OCT 21 2004	2004										189							WOS:000224538900008		
J	Niederberger, M; Garnweitner, G; Krumeich, F; Nesper, R; Colfen, H; Antonietti, M								Tailoring the surface and solubility properties of nanocrystalline titania by a nonaqueous in situ functionalization process								CHEMISTRY OF MATERIALS				16	7			1202	1208		10.1021/cm031108r			APR 6 2004	2004										189							WOS:000220634400008		
J	Asbury, JB; Anderson, NA; Hao, EC; Ai, X; Lian, TQ								Parameters affecting electron injection dynamics from ruthenium dyes to titanium dioxide nanocrystalline thin film								JOURNAL OF PHYSICAL CHEMISTRY B				107	30			7376	7386		10.1021/jp034148r			JUL 31 2003	2003										189							WOS:000184357100024		
J	Montanari, I; Nelson, J; Durrant, JR								Iodide electron transfer kinetics in dye-sensitized nanocrystalline TiO2 films								JOURNAL OF PHYSICAL CHEMISTRY B				106	47			12203	12210		10.1021/jp025824c			NOV 28 2002	2002										189							WOS:000179543800019		
J	Ranjit, KT; Willner, I; Bossmann, SH; Braun, AM								Lanthanide oxide doped titanium dioxide photocatalysts: Effective photocatalysts for the enhanced degradation of salicylic acid and t-cinnamic acid								JOURNAL OF CATALYSIS				204	2			305	313		10.1006/jcat.2001.3388			DEC 10 2001	2001										189							WOS:000172941100005		
J	Aruna, ST; Tirosh, S; Zaban, A								Nanosize rutile titania particle synthesis via a hydrothermal method without mineralizers								JOURNAL OF MATERIALS CHEMISTRY				10	10			2388	2391		10.1039/b001718n			2000	2000										189							WOS:000089359800034		
J	Treadway, JA; Loeb, B; Lopez, R; Anderson, PA; Keene, FR; Meyer, TJ								Effect of delocalization and rigidity in the acceptor ligand on MLCT excited-state decay								INORGANIC CHEMISTRY				35	8			2242	2246		10.1021/ic950961s			APR 10 1996	1996										189							WOS:A1996UE97300015		
J	LASSALETTA, G; FERNANDEZ, A; ESPINOS, JP; GONZALEZELIPE, AR								SPECTROSCOPIC CHARACTERIZATION OF QUANTUM-SIZED TIO2 SUPPORTED ON SILICA - INFLUENCE OF SIZE AND TIO2-SIO2 INTERFACE COMPOSITION								JOURNAL OF PHYSICAL CHEMISTRY				99	5			1484	1490		10.1021/j100005a019			FEB 2 1995	1995										189							WOS:A1995QE85600019		
J	Li, Jian-Feng; Zhang, Yue-Jiao; Ding, Song-Yuan; Panneerselvam, Rajapandiyan; Tian, Zhong-Qun								Core-Shell Nanoparticle-Enhanced Raman Spectroscopy								CHEMICAL REVIEWS				117	7			5002	5069		10.1021/acs.chemrev.6b00596			APR 12 2017	2017										188							WOS:000399354300005		
J	Idris, Niagara Muhammad; Jayakumar, Muthu Kumara Gnanasammandhan; Bansal, Akshaya; Zhang, Yong								Upconversion nanoparticles as versatile light nanotransducers for photoactivation applications								CHEMICAL SOCIETY REVIEWS				44	6			1449	1478		10.1039/c4cs00158c			2015	2015										188							WOS:000351244800008		
J	Hines, Douglas A.; Kamat, Prashant V.								Recent Advances in Quantum Dot Surface Chemistry								ACS APPLIED MATERIALS & INTERFACES				6	5			3041	3057		10.1021/am405196u			MAR 12 2014	2014										188							WOS:000332922900001		
J	Lin, Jinliang; Pan, Zhiming; Wang, Xinchen								Photochemical Reduction of CO2 by Graphitic Carbon Nitride Polymers								ACS SUSTAINABLE CHEMISTRY & ENGINEERING				2	3			353	358		10.1021/sc4004295			MAR 2014	2014										188							WOS:000332348800005		
J	Zhang, Zhitao; Chen, Xuli; Chen, Peining; Guan, Guozhen; Qiu, Longbin; Lin, Huijuan; Yang, Zhibin; Bai, Wenyu; Luo, Yongfeng; Peng, Huisheng								Integrated Polymer Solar Cell and Electrochemical Supercapacitor in a Flexible and Stable Fiber Format								ADVANCED MATERIALS				26	3			466	470		10.1002/adma.201302951			JAN 2014	2014										188							WOS:000334289300012		
J	Hua, Yong; Chang, Shuai; Huang, Dandan; Zhou, Xuan; Zhu, Xunjin; Zhao, Jianzhang; Chen, Tao; Wong, Wai-Yeung; Wong, Wai-Kwok								Significant Improvement of Dye-Sensitized Solar Cell Performance Using Simple Phenothiazine-Based Dyes								CHEMISTRY OF MATERIALS				25	10			2146	2153		10.1021/cm400800h			MAY 28 2013	2013										188							WOS:000319856000018		
J	Fang, Wen Qi; Gong, Xue-Qing; Yang, Hua Gui								On the Unusual Properties of Anatase TiO2 Exposed by Highly Reactive Facets								JOURNAL OF PHYSICAL CHEMISTRY LETTERS				2	7			725	734		10.1021/jz200117r			APR 7 2011	2011										188							WOS:000289341600008		
J	Jacquemin, Denis; Mennucci, Benedetta; Adamo, Carlo								Excited-state calculations with TD-DFT: from benchmarks to simulations in complex environments								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				13	38			16987	16998		10.1039/c1cp22144b			2011	2011										188							WOS:000295128000008		
J	Rao, C. N. R.; Govindaraj, Achutharao								Synthesis of Inorganic Nanotubes								ADVANCED MATERIALS				21	42			4208	4233		10.1002/adma.200803720			NOV 13 2009	2009										188							WOS:000272503600003		
J	Chen, Zuofeng; Concepcion, Javier J.; Jurss, Jonah W.; Meyer, Thomas J.								Single-Site, Catalytic Water Oxidation on Oxide Surfaces								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				131	43			15580	+		10.1021/ja906391w			NOV 4 2009	2009										188							WOS:000271513600007		
J	Standridge, Stacey D.; Schatz, George C.; Hupp, Joseph T.								Toward Plasmonic Solar Cells: Protection of Silver Nanoparticles via Atomic Layer Deposition of TiO2								LANGMUIR				25	5			2596	2600		10.1021/la900113e			MAR 3 2009	2009										188							WOS:000263770800012		
J	Mayerhoeffer, Ulrich; Deing, Kaja; Gruss, Katrin; Braunschweig, Holger; Meerholz, Klaus; Wuerthner, Frank								Outstanding Short-Circuit Currents in BHJ Solar Cells Based on NIR-Absorbing Acceptor-Substituted Squaraines								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	46			8776	8779		10.1002/anie.200903125			2009	2009										188							WOS:000271969400031		
J	Rajeshwar, Krishnan								Hydrogen generation at irradiated oxide semiconductor-solution interfaces								JOURNAL OF APPLIED ELECTROCHEMISTRY				37	7			765	787		10.1007/s10800-007-9333-1			JUL 2007	2007										188							WOS:000247727100001		
J	Qu, ZW; Kroes, GJ								Theoretical study of the electronic structure and stability of titanium dioxide clusters (TiO2)(n) with n=1-9								JOURNAL OF PHYSICAL CHEMISTRY B				110	18			8998	9007		10.1021/jp056607p			MAY 11 2006	2006										188							WOS:000237451300017		
J	Ho, WK; Yu, JC; Lee, SC								Low-temperature hydrothermal synthesis of S-doped TiO2 with visible light photocatalytic activity								JOURNAL OF SOLID STATE CHEMISTRY				179	4			1171	1176		10.1016/j.jssc.2006.01.009			APR 2006	2006										188							WOS:000236501300027		
